MANUAL ID,TRUE POSITIVE,FALSE NEGATIVE,FALSE POSITIVE,PRECISION,RECALL,F1
Myiothlypis-coronata,90.0,0.0,0.0,1.0,1.0,1.0
Myiothlypis-fulvicauda,90.0,9.0,6.0,0.9375,0.9091,0.9231
Myiothlypis-luteoviridis,81.0,3.0,0.0,1.0,0.9643,0.9818
Myiotriccus-ornatus,198.0,9.0,0.0,1.0,0.9565,0.9778
Myiozetetes-cayanensis,99.0,0.0,0.0,1.0,1.0,1.0
Myiozetetes-granadensis,132.0,0.0,21.0,0.8627,1.0,0.9263
Myiozetetes-similis,84.0,0.0,0.0,1.0,1.0,1.0
Myrmelastes-brunneiceps,87.0,0.0,9.0,0.9062,1.0,0.9508
Myrmelastes-hyperythrus,54.0,3.0,9.0,0.8571,0.9474,0.9
Myrmoborus-leucophrys,66.0,0.0,3.0,0.9565,1.0,0.9778
Myrmoborus-lophotes,75.0,3.0,0.0,1.0,0.9615,0.9804
Myrmophylax-atrothorax,42.0,0.0,0.0,1.0,1.0,1.0
Myrmothera-campanisona,54.0,0.0,12.0,0.8182,1.0,0.9
Myrmotherula-brachyura,96.0,3.0,30.0,0.7619,0.9697,0.8533
Myrmotherula-iheringi,315.0,0.0,30.0,0.913,1.0,0.9545
Myrmotherula-longicauda,27.0,6.0,6.0,0.8182,0.8182,0.8182
Myrmotherula-longipennis,66.0,0.0,0.0,1.0,1.0,1.0
Myrmotherula-menetriesii,75.0,0.0,9.0,0.8929,1.0,0.9434
Myrmotherula-multostriata,90.0,0.0,12.0,0.8824,1.0,0.9375
Myrmotherula-schisticolor,117.0,12.0,15.0,0.8864,0.907,0.8966
Myrmotherula-sclateri,141.0,0.0,30.0,0.8246,1.0,0.9038
Nemosia-pileata,48.0,0.0,0.0,1.0,1.0,1.0
Neoctantes-niger,168.0,0.0,0.0,1.0,1.0,1.0
Neopelma-sulphureiventer,48.0,0.0,0.0,1.0,1.0,1.0
Netta-peposaca,24.0,0.0,0.0,1.0,1.0,1.0
Nonnula-ruficapilla,51.0,0.0,6.0,0.8947,1.0,0.9444
Notharchus-hyperrhynchus,75.0,0.0,57.0,0.5682,1.0,0.7246
Notharchus-ordii,75.0,0.0,0.0,1.0,1.0,1.0
Nyctibius-aethereus,36.0,0.0,0.0,1.0,1.0,1.0
Nyctibius-grandis,63.0,6.0,21.0,0.75,0.913,0.8235
Nyctibius-griseus,129.0,9.0,165.0,0.4388,0.9348,0.5972
Nyctiphrynus-ocellatus,201.0,0.0,9.0,0.9571,1.0,0.9781
Nyctipolus-nigrescens,120.0,6.0,9.0,0.9302,0.9524,0.9412
Nystalus-striolatus,54.0,18.0,9.0,0.8571,0.75,0.8
Ochthoeca-cinnamomeiventris,63.0,3.0,3.0,0.9545,0.9545,0.9545
Ochthornis-littoralis,48.0,0.0,6.0,0.8889,1.0,0.9412
Odontophorus-gujanensis,108.0,3.0,9.0,0.9231,0.973,0.9474
Odontophorus-speciosus,129.0,0.0,0.0,1.0,1.0,1.0
Odontophorus-stellatus,45.0,0.0,3.0,0.9375,1.0,0.9677
Odontorchilus-branickii,84.0,0.0,21.0,0.8,1.0,0.8889
Opisthocomus-hoazin,69.0,0.0,0.0,1.0,1.0,1.0
Oporornis-agilis,276.0,27.0,48.0,0.8519,0.9109,0.8804
Oreopholus-ruficollis,48.0,0.0,3.0,0.9412,1.0,0.9697
Ornithion-inerme,45.0,0.0,0.0,1.0,1.0,1.0
Orthopsittaca-manilatus,93.0,3.0,15.0,0.8611,0.9688,0.9118
Pachyramphus-castaneus,63.0,0.0,24.0,0.7241,1.0,0.84
Pachyramphus-marginatus,72.0,0.0,30.0,0.7059,1.0,0.8276
Pachyramphus-minor,36.0,3.0,18.0,0.6667,0.9231,0.7742
Pachyramphus-polychopterus,33.0,0.0,33.0,0.5,1.0,0.6667
Pachyramphus-validus,69.0,3.0,0.0,1.0,0.9583,0.9787
Pachyramphus-viridis,45.0,0.0,0.0,1.0,1.0,1.0
Panyptila-cayennensis,99.0,0.0,0.0,1.0,1.0,1.0
Parabuteo-unicinctus,63.0,0.0,12.0,0.84,1.0,0.913
Paroaria-gularis,174.0,3.0,0.0,1.0,0.9831,0.9915
Patagioenas-fasciata,132.0,30.0,30.0,0.8148,0.8148,0.8148
Patagioenas-speciosa,69.0,0.0,0.0,1.0,1.0,1.0
Patagioenas-subvinacea,186.0,0.0,0.0,1.0,1.0,1.0
Penelope-jacquacu,174.0,0.0,6.0,0.9667,1.0,0.9831
Petrochelidon-pyrrhonota,90.0,0.0,0.0,1.0,1.0,1.0
Phaeomyias-murina,111.0,0.0,12.0,0.9024,1.0,0.9487
Phaethornis-guy,156.0,0.0,3.0,0.9811,1.0,0.9905
Phaethornis-hispidus,120.0,0.0,0.0,1.0,1.0,1.0
Phaethornis-ruber,99.0,0.0,0.0,1.0,1.0,1.0
Pharomachrus-antisianus,66.0,0.0,9.0,0.88,1.0,0.9362
Pharomachrus-auriceps,108.0,6.0,6.0,0.9474,0.9474,0.9474
Pheucticus-aureoventris,84.0,6.0,15.0,0.8485,0.9333,0.8889
Pheugopedius-coraya,72.0,3.0,3.0,0.96,0.96,0.96
Pheugopedius-genibarbis,81.0,0.0,3.0,0.9643,1.0,0.9818
Philydor-erythrocercum,48.0,3.0,0.0,1.0,0.9412,0.9697
Philydor-pyrrhodes,177.0,36.0,42.0,0.8082,0.831,0.8194
Phlegopsis-erythroptera,117.0,3.0,3.0,0.975,0.975,0.975
Phlegopsis-nigromaculata,84.0,0.0,6.0,0.9333,1.0,0.9655
Phleocryptes-melanops,87.0,3.0,0.0,1.0,0.9667,0.9831
Phlogophilus-harterti,42.0,3.0,3.0,0.9333,0.9333,0.9333
Phrygilus-fruticeti,96.0,6.0,3.0,0.9697,0.9412,0.9552
Phyllomyias-plumbeiceps,102.0,6.0,15.0,0.8718,0.9444,0.9067
Phyllomyias-uropygialis,153.0,3.0,135.0,0.5312,0.9808,0.6892
Phylloscartes-parkeri,33.0,3.0,0.0,1.0,0.9167,0.9565
Piaya-melanogaster,99.0,3.0,0.0,1.0,0.9706,0.9851
Piculus-flavigula,30.0,0.0,6.0,0.8333,1.0,0.9091
Picumnus-aurifrons,117.0,0.0,42.0,0.7358,1.0,0.8478
Picumnus-dorbignyanus,30.0,0.0,15.0,0.6667,1.0,0.8
Picumnus-rufiventris,63.0,12.0,24.0,0.7241,0.84,0.7778
Pionus-menstruus,129.0,6.0,3.0,0.9773,0.9556,0.9663
Pionus-tumultuosus,87.0,18.0,3.0,0.9667,0.8286,0.8923
Pipile-cumanensis,81.0,0.0,0.0,1.0,1.0,1.0
Pipra-fasciicauda,57.0,0.0,33.0,0.6333,1.0,0.7755
Pipraeidea-melanonota,51.0,3.0,6.0,0.8947,0.9444,0.9189
Pipreola-arcuata,99.0,9.0,6.0,0.9429,0.9167,0.9296
Pipreola-frontalis,117.0,3.0,0.0,1.0,0.975,0.9873
Pipreola-pulchra,21.0,0.0,3.0,0.875,1.0,0.9333
Piprites-chloris,60.0,0.0,15.0,0.8,1.0,0.8889
Piranga-leucoptera,354.0,6.0,24.0,0.9365,0.9833,0.9593
Piranga-olivacea,273.0,6.0,24.0,0.9192,0.9785,0.9479
Piranga-rubra,57.0,0.0,0.0,1.0,1.0,1.0
Platyrinchus-coronatus,51.0,15.0,9.0,0.85,0.7727,0.8095
Platyrinchus-mystaceus,51.0,3.0,12.0,0.8095,0.9444,0.8718
Platyrinchus-platyrhynchos,108.0,0.0,15.0,0.878,1.0,0.9351
Plegadis-ridgwayi,21.0,0.0,0.0,1.0,1.0,1.0
Pluvialis-dominica,27.0,0.0,3.0,0.9,1.0,0.9474
Podilymbus-podiceps,63.0,0.0,0.0,1.0,1.0,1.0
Poecilotriccus-latirostris,105.0,9.0,3.0,0.9722,0.9211,0.9459
Poecilotriccus-plumbeiceps,39.0,3.0,18.0,0.6842,0.9286,0.7879
Poecilotriccus-pulchellus,33.0,0.0,0.0,1.0,1.0,1.0
Polioptila-plumbea,78.0,0.0,0.0,1.0,1.0,1.0
Porphyrio-martinica,60.0,0.0,9.0,0.8696,1.0,0.9302
Premnoplex-brunnescens,84.0,9.0,0.0,1.0,0.9032,0.9492
Premnornis-guttuliger,108.0,0.0,0.0,1.0,1.0,1.0
Progne-subis,114.0,0.0,234.0,0.3276,1.0,0.4935
Progne-tapera,165.0,0.0,9.0,0.9483,1.0,0.9735
Psarocolius-angustifrons,150.0,21.0,15.0,0.9091,0.8772,0.8929
Psarocolius-atrovirens,99.0,6.0,33.0,0.75,0.9429,0.8354
Psarocolius-bifasciatus,150.0,15.0,42.0,0.7812,0.9091,0.8403
Psarocolius-decumanus,57.0,3.0,39.0,0.5938,0.95,0.7308
Pseudocolopteryx-acutipennis,18.0,0.0,0.0,1.0,1.0,1.0
Pseudotriccus-ruficeps,63.0,18.0,39.0,0.6176,0.7778,0.6885
Psittacara-leucophthalmus,57.0,0.0,6.0,0.9048,1.0,0.95
Pteroglossus-azara,132.0,0.0,0.0,1.0,1.0,1.0
Pteroglossus-inscriptus,75.0,0.0,3.0,0.9615,1.0,0.9804
Pulsatrix-melanota,99.0,6.0,39.0,0.7174,0.9429,0.8148
Ramphastos-toco,36.0,0.0,0.0,1.0,1.0,1.0
Ramphastos-tucanus,309.0,0.0,3.0,0.9904,1.0,0.9952
Ramphocaenus-sticturus,102.0,0.0,6.0,0.9444,1.0,0.9714
Ramphocelus-carbo,195.0,0.0,6.0,0.9701,1.0,0.9848
Ramphocelus-nigrogularis,171.0,0.0,0.0,1.0,1.0,1.0
Ramphotrigon-megacephalum,93.0,0.0,0.0,1.0,1.0,1.0
Rhynchocyclus-olivaceus,54.0,12.0,3.0,0.9474,0.8182,0.878
Rhytipterna-simplex,54.0,6.0,12.0,0.8182,0.9,0.8571
Rollandia-rolland,45.0,0.0,3.0,0.9375,1.0,0.9677
Rupicola-peruvianus,210.0,0.0,3.0,0.9859,1.0,0.9929
Rupornis-magnirostris,66.0,0.0,6.0,0.9167,1.0,0.9565
Rynchops-niger,105.0,0.0,0.0,1.0,1.0,1.0
Saltator-coerulescens,60.0,0.0,0.0,1.0,1.0,1.0
Saltator-grossus,60.0,3.0,3.0,0.9524,0.9524,0.9524
Saltator-maximus,114.0,0.0,42.0,0.7308,1.0,0.8444
Sayornis-nigricans,150.0,0.0,0.0,1.0,1.0,1.0
Schiffornis-aenea,87.0,0.0,0.0,1.0,1.0,1.0
Schiffornis-major,60.0,0.0,9.0,0.8696,1.0,0.9302
Schiffornis-turdina,84.0,0.0,0.0,1.0,1.0,1.0
Sciaphylax-hemimelaena,63.0,0.0,12.0,0.84,1.0,0.913
Sclateria-naevia,117.0,3.0,3.0,0.975,0.975,0.975
Sclerurus-albigularis,204.0,0.0,0.0,1.0,1.0,1.0
Sclerurus-caudacutus,192.0,0.0,0.0,1.0,1.0,1.0
Scytalopus-atratus,102.0,0.0,6.0,0.9444,1.0,0.9714
Scytalopus-schulenbergi,198.0,0.0,6.0,0.9706,1.0,0.9851
Scytalopus-simonsi,120.0,3.0,0.0,1.0,0.9756,0.9877
Serpophaga-hypoleuca,57.0,0.0,9.0,0.8636,1.0,0.9268
Setopagis-parvula,48.0,0.0,0.0,1.0,1.0,1.0
Setophaga-cerulea,99.0,9.0,114.0,0.4648,0.9167,0.6168
Setophaga-palmarum,66.0,15.0,0.0,1.0,0.8148,0.898
Setophaga-petechia,57.0,0.0,0.0,1.0,1.0,1.0
Setophaga-pitiayumi,72.0,0.0,15.0,0.8276,1.0,0.9057
Setophaga-striata,78.0,3.0,24.0,0.7647,0.963,0.8525
Sicalis-flaveola,66.0,12.0,15.0,0.8148,0.8462,0.8302
Sirystes-albocinereus,150.0,0.0,3.0,0.9804,1.0,0.9901
Sittasomus-griseicapillus,51.0,0.0,3.0,0.9444,1.0,0.9714
Snowornis-subalaris,15.0,0.0,0.0,1.0,1.0,1.0
Spatula-cyanoptera,21.0,0.0,0.0,1.0,1.0,1.0
Spatula-discors,96.0,3.0,9.0,0.9143,0.9697,0.9412
Spinus-olivaceus,135.0,0.0,0.0,1.0,1.0,1.0
Spizaetus-ornatus,108.0,0.0,0.0,1.0,1.0,1.0
Spizaetus-tyrannus,48.0,0.0,0.0,1.0,1.0,1.0
Sporophila-bouvronides,99.0,12.0,6.0,0.9429,0.8919,0.9167
Sporophila-caerulescens,51.0,12.0,9.0,0.85,0.8095,0.8293
Sporophila-castaneiventris,150.0,3.0,21.0,0.8772,0.9804,0.9259
Sporophila-hypochroma,39.0,0.0,3.0,0.9286,1.0,0.963
Sporophila-hypoxantha,39.0,0.0,9.0,0.8125,1.0,0.8966
Sporophila-leucoptera,39.0,9.0,0.0,1.0,0.8125,0.8966
Sporophila-lineola,33.0,3.0,3.0,0.9167,0.9167,0.9167
Sporophila-nigricollis,111.0,0.0,0.0,1.0,1.0,1.0
Sporophila-schistacea,63.0,6.0,6.0,0.913,0.913,0.913
Sterna-hirundo,102.0,6.0,27.0,0.7907,0.9444,0.8608
Sternula-superciliaris,102.0,0.0,0.0,1.0,1.0,1.0
Streptoprocne-zonaris,120.0,0.0,3.0,0.9756,1.0,0.9877
Sublegatus-modestus,72.0,0.0,6.0,0.9231,1.0,0.96
Synallaxis-albescens,213.0,0.0,0.0,1.0,1.0,1.0
Synallaxis-albigularis,156.0,0.0,0.0,1.0,1.0,1.0
Synallaxis-gujanensis,81.0,3.0,0.0,1.0,0.9643,0.9818
Synallaxis-rutilans,108.0,0.0,0.0,1.0,1.0,1.0
Syndactyla-ucayalae,72.0,3.0,6.0,0.9231,0.96,0.9412
Tachornis-squamata,27.0,0.0,12.0,0.6923,1.0,0.8182
Tachybaptus-dominicus,132.0,6.0,6.0,0.9565,0.9565,0.9565
Tachycineta-albiventer,45.0,0.0,0.0,1.0,1.0,1.0
Tachyphonus-rufus,72.0,0.0,0.0,1.0,1.0,1.0
Tangara-arthus,27.0,0.0,0.0,1.0,1.0,1.0
Tangara-callophrys,63.0,0.0,0.0,1.0,1.0,1.0
Tangara-chilensis,84.0,0.0,0.0,1.0,1.0,1.0
Tangara-chrysotis,150.0,0.0,3.0,0.9804,1.0,0.9901
Tangara-gyrola,156.0,6.0,9.0,0.9455,0.963,0.9541
Tangara-mexicana,39.0,0.0,0.0,1.0,1.0,1.0
Tangara-nigroviridis,114.0,0.0,0.0,1.0,1.0,1.0
Tangara-schrankii,69.0,0.0,0.0,1.0,1.0,1.0
Tangara-velia,123.0,0.0,0.0,1.0,1.0,1.0
Tangara-xanthocephala,123.0,9.0,0.0,1.0,0.9318,0.9647
Taphrospilus-hypostictus,39.0,0.0,0.0,1.0,1.0,1.0
Taraba-major,72.0,0.0,27.0,0.7273,1.0,0.8421
Terenotriccus-erythrurus,162.0,3.0,6.0,0.9643,0.9818,0.973
Tersina-viridis,114.0,3.0,3.0,0.9744,0.9744,0.9744
Thalurania-furcata,72.0,3.0,0.0,1.0,0.96,0.9796
Thamnistes-anabatinus,42.0,0.0,3.0,0.9333,1.0,0.9655
Thamnophilus-aethiops,84.0,0.0,12.0,0.875,1.0,0.9333
Thamnophilus-amazonicus,48.0,0.0,0.0,1.0,1.0,1.0
Thamnophilus-doliatus,69.0,3.0,3.0,0.9583,0.9583,0.9583
Thamnophilus-murinus,126.0,0.0,0.0,1.0,1.0,1.0
Thamnophilus-palliatus,111.0,9.0,36.0,0.7551,0.925,0.8315
Thamnophilus-ruficapillus,75.0,6.0,15.0,0.8333,0.9259,0.8772
Theristicus-branickii,30.0,6.0,0.0,1.0,0.8333,0.9091
Theristicus-caudatus,33.0,0.0,6.0,0.8462,1.0,0.9167
Thlypopsis-sordida,48.0,0.0,0.0,1.0,1.0,1.0
Thraupis-palmarum,60.0,3.0,3.0,0.9524,0.9524,0.9524
Thraupis-sayaca,45.0,0.0,6.0,0.8824,1.0,0.9375
Threnetes-leucurus,249.0,6.0,6.0,0.9765,0.9765,0.9765
Thripadectes-holostictus,78.0,0.0,6.0,0.9286,1.0,0.963
Thripadectes-scrutator,96.0,0.0,6.0,0.9412,1.0,0.9697
Tinamus-guttatus,33.0,0.0,0.0,1.0,1.0,1.0
Tinamus-major,117.0,30.0,42.0,0.7358,0.7959,0.7647
Tinamus-tao,243.0,3.0,45.0,0.8438,0.9878,0.9101
Tityra-cayana,63.0,3.0,12.0,0.84,0.9545,0.8936
Tityra-semifasciata,60.0,6.0,3.0,0.9524,0.9091,0.9302
Todirostrum-chrysocrotaphum,171.0,3.0,9.0,0.95,0.9828,0.9661
Todirostrum-cinereum,78.0,0.0,18.0,0.8125,1.0,0.8966
Todirostrum-maculatum,63.0,0.0,0.0,1.0,1.0,1.0
Tolmomyias-assimilis,90.0,6.0,27.0,0.7692,0.9375,0.8451
Tolmomyias-flaviventris,66.0,3.0,6.0,0.9167,0.9565,0.9362
Tolmomyias-poliocephalus,120.0,6.0,36.0,0.7692,0.9524,0.8511
Tolmomyias-sulphurescens,114.0,0.0,27.0,0.8085,1.0,0.8941
Touit-huetii,72.0,0.0,3.0,0.96,1.0,0.9796
Trichothraupis-melanops,87.0,0.0,138.0,0.3867,1.0,0.5577
Tringa-flavipes,60.0,0.0,3.0,0.9524,1.0,0.9756
Tringa-melanoleuca,54.0,0.0,12.0,0.8182,1.0,0.9
Tringa-solitaria,60.0,0.0,3.0,0.9524,1.0,0.9756
Trogon-collaris,84.0,0.0,6.0,0.9333,1.0,0.9655
Trogon-curucui,129.0,9.0,3.0,0.9773,0.9348,0.9556
Trogon-ramonianus,123.0,0.0,27.0,0.82,1.0,0.9011
Trogon-viridis,45.0,3.0,6.0,0.8824,0.9375,0.9091
Turdus-albicollis,111.0,0.0,45.0,0.7115,1.0,0.8315
Turdus-amaurochalinus,90.0,0.0,3.0,0.9677,1.0,0.9836
Turdus-lawrencii,429.0,15.0,78.0,0.8462,0.9662,0.9022
Turdus-leucomelas,180.0,3.0,0.0,1.0,0.9836,0.9917
Turdus-leucops,111.0,0.0,3.0,0.9737,1.0,0.9867
Tyrannulus-elatus,18.0,0.0,15.0,0.5455,1.0,0.7059
Tyrannus-albogularis,45.0,0.0,0.0,1.0,1.0,1.0
Tyto-alba,36.0,0.0,0.0,1.0,1.0,1.0
Uropsalis-lyra,159.0,9.0,48.0,0.7681,0.9464,0.848
Vanellus-chilensis,27.0,0.0,0.0,1.0,1.0,1.0
Veniliornis-passerinus,90.0,0.0,0.0,1.0,1.0,1.0
Vireo-flavoviridis,198.0,0.0,0.0,1.0,1.0,1.0
Vireo-leucophrys,63.0,3.0,3.0,0.9545,0.9545,0.9545
Vireo-olivaceus,294.0,0.0,0.0,1.0,1.0,1.0
Vireolanius-leucotis,165.0,0.0,0.0,1.0,1.0,1.0
Xenopipo-atronitens,24.0,3.0,3.0,0.8889,0.8889,0.8889
Xenops-minutus,36.0,0.0,0.0,1.0,1.0,1.0
Xenops-rutilans,90.0,0.0,0.0,1.0,1.0,1.0
Xiphocolaptes-promeropirhynchus,87.0,15.0,9.0,0.9062,0.8529,0.8788
Xiphorhynchus-guttatus,72.0,12.0,36.0,0.6667,0.8571,0.75
Xiphorhynchus-obsoletus,69.0,0.0,48.0,0.5897,1.0,0.7419
Xiphorhynchus-ocellatus,9.0,0.0,6.0,0.6,1.0,0.75
Xiphorhynchus-triangularis,66.0,0.0,15.0,0.8148,1.0,0.898
Zebrilus-undulatus,105.0,0.0,48.0,0.6863,1.0,0.814
Zenaida-auriculata,93.0,0.0,21.0,0.8158,1.0,0.8986
Zimmerius-cinereicapilla,51.0,0.0,12.0,0.8095,1.0,0.8947
Zonotrichia-capensis,81.0,24.0,15.0,0.8438,0.7714,0.806
