MANUAL ID,TRUE POSITIVE,FALSE NEGATIVE,FALSE POSITIVE,PRECISION,RECALL,F1
Myrmotherula-sclateri,135.0,6.0,48.0,0.7377,0.9574,0.8333
Nemosia-pileata,48.0,0.0,0.0,1.0,1.0,1.0
Neoctantes-niger,84.0,84.0,0.0,1.0,0.5,0.6667
Neopelma-sulphureiventer,42.0,6.0,30.0,0.5833,0.875,0.7
Netta-peposaca,6.0,9.0,0.0,1.0,0.4,0.5714
Nonnula-ruficapilla,27.0,24.0,3.0,0.9,0.5294,0.6667
Notharchus-hyperrhynchus,30.0,33.0,66.0,0.3125,0.4762,0.3774
Notharchus-ordii,63.0,12.0,3.0,0.9545,0.84,0.8936
Nyctibius-aethereus,6.0,15.0,15.0,0.2857,0.2857,0.2857
Nyctibius-grandis,9.0,24.0,6.0,0.6,0.2727,0.375
Nyctibius-griseus,9.0,57.0,9.0,0.5,0.1364,0.2143
Nyctiphrynus-ocellatus,90.0,75.0,0.0,1.0,0.5455,0.7059
Nystalus-striolatus,12.0,45.0,12.0,0.5,0.2105,0.2963
Ochthoeca-cinnamomeiventris,3.0,18.0,0.0,1.0,0.1429,0.25
Ochthornis-littoralis,21.0,21.0,0.0,1.0,0.5,0.6667
Odontophorus-gujanensis,24.0,42.0,0.0,1.0,0.3636,0.5333
Odontophorus-speciosus,42.0,24.0,9.0,0.8235,0.6364,0.7179
Odontophorus-stellatus,33.0,12.0,0.0,1.0,0.7333,0.8462
Odontorchilus-branickii,60.0,24.0,27.0,0.6897,0.7143,0.7018
Opisthocomus-hoazin,9.0,6.0,0.0,1.0,0.6,0.75
Oporornis-agilis,45.0,0.0,108.0,0.2941,1.0,0.4545
Oreopholus-ruficollis,48.0,0.0,15.0,0.7619,1.0,0.8649
Orthopsittaca-manilatus,27.0,33.0,12.0,0.6923,0.45,0.5455
Pachyramphus-castaneus,57.0,6.0,21.0,0.7308,0.9048,0.8085
Pachyramphus-marginatus,72.0,0.0,57.0,0.5581,1.0,0.7164
Pachyramphus-minor,36.0,3.0,36.0,0.5,0.9231,0.6486
Pachyramphus-polychopterus,30.0,3.0,27.0,0.5263,0.9091,0.6667
Pachyramphus-validus,69.0,3.0,9.0,0.8846,0.9583,0.92
Pachyramphus-viridis,30.0,15.0,0.0,1.0,0.6667,0.8
Panyptila-cayennensis,78.0,9.0,9.0,0.8966,0.8966,0.8966
Parabuteo-unicinctus,27.0,36.0,51.0,0.3462,0.4286,0.383
Paroaria-gularis,123.0,54.0,24.0,0.8367,0.6949,0.7593
Patagioenas-fasciata,132.0,24.0,45.0,0.7458,0.8462,0.7928
Patagioenas-speciosa,33.0,33.0,27.0,0.55,0.5,0.5238
Patagioenas-subvinacea,132.0,54.0,3.0,0.9778,0.7097,0.8224
Penelope-jacquacu,123.0,45.0,0.0,1.0,0.7321,0.8454
Petrochelidon-pyrrhonota,69.0,0.0,0.0,1.0,1.0,1.0
Phaeomyias-murina,111.0,0.0,21.0,0.8409,1.0,0.9136
Phaethornis-guy,51.0,72.0,0.0,1.0,0.4146,0.5862
Phaethornis-hispidus,69.0,21.0,0.0,1.0,0.7667,0.8679
Phaethornis-ruber,72.0,0.0,0.0,1.0,1.0,1.0
Pharomachrus-antisianus,66.0,0.0,18.0,0.7857,1.0,0.88
Pharomachrus-auriceps,78.0,9.0,9.0,0.8966,0.8966,0.8966
Pheucticus-aureoventris,84.0,6.0,42.0,0.6667,0.9333,0.7778
Pheugopedius-coraya,42.0,27.0,15.0,0.7368,0.6087,0.6667
Pheugopedius-genibarbis,81.0,0.0,3.0,0.9643,1.0,0.9818
Philydor-erythrocercum,33.0,6.0,6.0,0.8462,0.8462,0.8462
Philydor-pyrrhodes,24.0,132.0,9.0,0.7273,0.1538,0.254
Phlegopsis-erythroptera,30.0,78.0,0.0,1.0,0.2778,0.4348
Phleocryptes-melanops,81.0,9.0,0.0,1.0,0.9,0.9474
Phlogophilus-harterti,6.0,15.0,0.0,1.0,0.2857,0.4444
Phrygilus-fruticeti,84.0,18.0,9.0,0.9032,0.8235,0.8615
Phyllomyias-plumbeiceps,105.0,3.0,48.0,0.6863,0.9722,0.8046
Phyllomyias-uropygialis,156.0,0.0,210.0,0.4262,1.0,0.5977
Phylloscartes-parkeri,27.0,3.0,6.0,0.8182,0.9,0.8571
Piaya-melanogaster,54.0,18.0,3.0,0.9474,0.75,0.8372
Piculus-flavigula,6.0,3.0,12.0,0.3333,0.6667,0.4444
Picumnus-aurifrons,72.0,45.0,39.0,0.6486,0.6154,0.6316
Picumnus-dorbignyanus,6.0,0.0,6.0,0.5,1.0,0.6667
Picumnus-rufiventris,33.0,9.0,24.0,0.5789,0.7857,0.6667
Pionus-menstruus,36.0,93.0,3.0,0.9231,0.2791,0.4286
Pionus-tumultuosus,102.0,3.0,6.0,0.9444,0.9714,0.9577
Pipile-cumanensis,42.0,39.0,0.0,1.0,0.5185,0.6829
Pipra-fasciicauda,57.0,0.0,30.0,0.6552,1.0,0.7917
Pipraeidea-melanonota,36.0,18.0,12.0,0.75,0.6667,0.7059
Pipreola-arcuata,36.0,69.0,63.0,0.3636,0.3429,0.3529
Pipreola-frontalis,36.0,51.0,12.0,0.75,0.4138,0.5333
Pipreola-pulchra,6.0,6.0,6.0,0.5,0.5,0.5
Piprites-chloris,21.0,3.0,27.0,0.4375,0.875,0.5833
Piranga-leucoptera,225.0,132.0,48.0,0.8242,0.6303,0.7143
Piranga-olivacea,276.0,3.0,99.0,0.736,0.9892,0.844
Piranga-rubra,42.0,15.0,0.0,1.0,0.7368,0.8485
Platyrinchus-coronatus,3.0,30.0,9.0,0.25,0.0909,0.1333
Platyrinchus-mystaceus,21.0,33.0,15.0,0.5833,0.3889,0.4667
Platyrinchus-platyrhynchos,69.0,39.0,15.0,0.8214,0.6389,0.7187
Plegadis-ridgwayi,15.0,0.0,0.0,1.0,1.0,1.0
Pluvialis-dominica,24.0,3.0,21.0,0.5333,0.8889,0.6667
Podilymbus-podiceps,57.0,0.0,0.0,1.0,1.0,1.0
Poecilotriccus-latirostris,108.0,6.0,30.0,0.7826,0.9474,0.8571
Poecilotriccus-plumbeiceps,39.0,3.0,48.0,0.4483,0.9286,0.6047
Poecilotriccus-pulchellus,12.0,21.0,0.0,1.0,0.3636,0.5333
Polioptila-plumbea,78.0,0.0,6.0,0.9286,1.0,0.963
Porphyrio-martinica,51.0,0.0,3.0,0.9444,1.0,0.9714
Premnoplex-brunnescens,45.0,15.0,33.0,0.5769,0.75,0.6522
Premnornis-guttuliger,105.0,3.0,0.0,1.0,0.9722,0.9859
Progne-subis,111.0,3.0,225.0,0.3304,0.9737,0.4933
Progne-tapera,123.0,42.0,45.0,0.7321,0.7455,0.7387
Psarocolius-angustifrons,96.0,75.0,75.0,0.5614,0.5614,0.5614
Psarocolius-atrovirens,63.0,42.0,81.0,0.4375,0.6,0.506
Psarocolius-bifasciatus,72.0,69.0,69.0,0.5106,0.5106,0.5106
Psarocolius-decumanus,21.0,39.0,39.0,0.35,0.35,0.35
Pseudocolopteryx-acutipennis,18.0,0.0,6.0,0.75,1.0,0.8571
Pseudotriccus-ruficeps,54.0,27.0,69.0,0.439,0.6667,0.5294
Psittacara-leucophthalmus,54.0,3.0,12.0,0.8182,0.9474,0.878
Pteroglossus-azara,9.0,45.0,0.0,1.0,0.1667,0.2857
Pteroglossus-inscriptus,42.0,33.0,3.0,0.9333,0.56,0.7
Pulsatrix-melanota,12.0,45.0,0.0,1.0,0.2105,0.3478
Ramphastos-toco,12.0,6.0,0.0,1.0,0.6667,0.8
Ramphastos-tucanus,204.0,105.0,3.0,0.9855,0.6602,0.7907
Ramphocaenus-sticturus,51.0,42.0,9.0,0.85,0.5484,0.6667
Ramphocelus-carbo,126.0,69.0,0.0,1.0,0.6462,0.785
Ramphocelus-nigrogularis,78.0,93.0,0.0,1.0,0.4561,0.6265
Ramphotrigon-megacephalum,93.0,0.0,0.0,1.0,1.0,1.0
Rhynchocyclus-olivaceus,24.0,27.0,33.0,0.4211,0.4706,0.4444
Rhytipterna-simplex,48.0,6.0,42.0,0.5333,0.8889,0.6667
Rollandia-rolland,24.0,18.0,3.0,0.8889,0.5714,0.6957
Rupicola-peruvianus,15.0,177.0,12.0,0.5556,0.0781,0.137
Rupornis-magnirostris,51.0,15.0,36.0,0.5862,0.7727,0.6667
Rynchops-niger,96.0,9.0,0.0,1.0,0.9143,0.9552
Saltator-coerulescens,15.0,9.0,6.0,0.7143,0.625,0.6667
Saltator-grossus,33.0,30.0,0.0,1.0,0.5238,0.6875
Saltator-maximus,114.0,0.0,57.0,0.6667,1.0,0.8
Sayornis-nigricans,147.0,3.0,0.0,1.0,0.98,0.9899
Schiffornis-aenea,60.0,27.0,0.0,1.0,0.6897,0.8163
Schiffornis-major,27.0,3.0,15.0,0.6429,0.9,0.75
Schiffornis-turdina,18.0,24.0,12.0,0.6,0.4286,0.5
Sciaphylax-hemimelaena,36.0,27.0,15.0,0.7059,0.5714,0.6316
Sclateria-naevia,105.0,15.0,9.0,0.9211,0.875,0.8974
Sclerurus-albigularis,168.0,36.0,6.0,0.9655,0.8235,0.8889
Sclerurus-caudacutus,111.0,75.0,0.0,1.0,0.5968,0.7475
Scytalopus-atratus,60.0,42.0,6.0,0.9091,0.5882,0.7143
Scytalopus-schulenbergi,168.0,30.0,9.0,0.9492,0.8485,0.896
Scytalopus-simonsi,57.0,66.0,0.0,1.0,0.4634,0.6333
Serpophaga-hypoleuca,24.0,15.0,9.0,0.7273,0.6154,0.6667
Setopagis-parvula,30.0,18.0,6.0,0.8333,0.625,0.7143
Setophaga-cerulea,105.0,0.0,150.0,0.4118,1.0,0.5833
Setophaga-palmarum,69.0,12.0,15.0,0.8214,0.8519,0.8364
Setophaga-petechia,48.0,9.0,6.0,0.8889,0.8421,0.8649
Setophaga-pitiayumi,69.0,3.0,48.0,0.5897,0.9583,0.7302
Setophaga-striata,54.0,6.0,72.0,0.4286,0.9,0.5806
Sicalis-flaveola,57.0,0.0,15.0,0.7917,1.0,0.8837
Sirystes-albocinereus,144.0,6.0,9.0,0.9412,0.96,0.9505
Sittasomus-griseicapillus,48.0,3.0,0.0,1.0,0.9412,0.9697
Spatula-cyanoptera,9.0,0.0,0.0,1.0,1.0,1.0
Spatula-discors,48.0,51.0,9.0,0.8421,0.4848,0.6154
Spinus-olivaceus,132.0,3.0,27.0,0.8302,0.9778,0.898
Spizaetus-ornatus,51.0,33.0,3.0,0.9444,0.6071,0.7391
Spizaetus-tyrannus,45.0,3.0,3.0,0.9375,0.9375,0.9375
Sporophila-bouvronides,111.0,0.0,72.0,0.6066,1.0,0.7551
Sporophila-caerulescens,63.0,0.0,33.0,0.6562,1.0,0.7925
Sporophila-castaneiventris,108.0,21.0,30.0,0.7826,0.8372,0.809
Sporophila-hypochroma,6.0,0.0,0.0,1.0,1.0,1.0
Sporophila-hypoxantha,33.0,0.0,3.0,0.9167,1.0,0.9565
Sporophila-leucoptera,39.0,9.0,9.0,0.8125,0.8125,0.8125
Sporophila-lineola,33.0,3.0,27.0,0.55,0.9167,0.6875
Sporophila-nigricollis,24.0,18.0,9.0,0.7273,0.5714,0.64
Sporophila-schistacea,15.0,27.0,3.0,0.8333,0.3571,0.5
Sterna-hirundo,99.0,9.0,30.0,0.7674,0.9167,0.8354
Sternula-superciliaris,93.0,9.0,0.0,1.0,0.9118,0.9538
Streptoprocne-zonaris,93.0,18.0,3.0,0.9688,0.8378,0.8986
Sublegatus-modestus,72.0,0.0,21.0,0.7742,1.0,0.8727
Synallaxis-albescens,120.0,3.0,0.0,1.0,0.9756,0.9877
Synallaxis-albigularis,138.0,18.0,0.0,1.0,0.8846,0.9388
Synallaxis-gujanensis,84.0,0.0,30.0,0.7368,1.0,0.8485
Synallaxis-rutilans,87.0,21.0,3.0,0.9667,0.8056,0.8788
Syndactyla-ucayalae,57.0,18.0,30.0,0.6552,0.76,0.7037
Tachornis-squamata,9.0,12.0,6.0,0.6,0.4286,0.5
Tachybaptus-dominicus,54.0,30.0,3.0,0.9474,0.6429,0.766
Tachycineta-albiventer,39.0,6.0,0.0,1.0,0.8667,0.9286
Tachyphonus-rufus,72.0,0.0,9.0,0.8889,1.0,0.9412
Tangara-arthus,21.0,3.0,0.0,1.0,0.875,0.9333
Tangara-callophrys,12.0,45.0,0.0,1.0,0.2105,0.3478
Tangara-chilensis,21.0,39.0,0.0,1.0,0.35,0.5185
Tangara-chrysotis,105.0,45.0,3.0,0.9722,0.7,0.814
Tangara-gyrola,111.0,33.0,42.0,0.7255,0.7708,0.7475
Tangara-mexicana,6.0,6.0,0.0,1.0,0.5,0.6667
Tangara-nigroviridis,78.0,0.0,0.0,1.0,1.0,1.0
Tangara-schrankii,30.0,39.0,0.0,1.0,0.4348,0.6061
Tangara-velia,120.0,0.0,0.0,1.0,1.0,1.0
Tangara-xanthocephala,51.0,81.0,3.0,0.9444,0.3864,0.5484
Taphrospilus-hypostictus,6.0,6.0,0.0,1.0,0.5,0.6667
Taraba-major,39.0,24.0,18.0,0.6842,0.619,0.65
Terenotriccus-erythrurus,93.0,72.0,12.0,0.8857,0.5636,0.6889
Tersina-viridis,90.0,27.0,6.0,0.9375,0.7692,0.8451
Thalurania-furcata,30.0,0.0,0.0,1.0,1.0,1.0
Thamnistes-anabatinus,42.0,0.0,3.0,0.9333,1.0,0.9655
Thamnophilus-aethiops,69.0,6.0,9.0,0.8846,0.92,0.902
Thamnophilus-amazonicus,45.0,3.0,15.0,0.75,0.9375,0.8333
Thamnophilus-doliatus,48.0,24.0,6.0,0.8889,0.6667,0.7619
Thamnophilus-murinus,81.0,45.0,3.0,0.9643,0.6429,0.7714
Thamnophilus-palliatus,75.0,33.0,51.0,0.5952,0.6944,0.641
Thamnophilus-ruficapillus,81.0,0.0,15.0,0.8438,1.0,0.9153
Theristicus-branickii,27.0,3.0,0.0,1.0,0.9,0.9474
Theristicus-caudatus,21.0,9.0,0.0,1.0,0.7,0.8235
Thlypopsis-sordida,48.0,0.0,18.0,0.7273,1.0,0.8421
Thraupis-palmarum,33.0,30.0,6.0,0.8462,0.5238,0.6471
Thraupis-sayaca,45.0,0.0,9.0,0.8333,1.0,0.9091
Threnetes-leucurus,231.0,24.0,24.0,0.9059,0.9059,0.9059
Thripadectes-holostictus,12.0,0.0,6.0,0.6667,1.0,0.8
Thripadectes-scrutator,27.0,36.0,3.0,0.9,0.4286,0.5806
Tinamus-guttatus,6.0,12.0,0.0,1.0,0.3333,0.5
Tinamus-major,51.0,96.0,69.0,0.425,0.3469,0.382
Tinamus-tao,102.0,144.0,66.0,0.6071,0.4146,0.4928
Tityra-cayana,39.0,12.0,33.0,0.5417,0.7647,0.6341
Tityra-semifasciata,9.0,9.0,0.0,1.0,0.5,0.6667
Todirostrum-chrysocrotaphum,60.0,99.0,6.0,0.9091,0.3774,0.5333
Todirostrum-cinereum,45.0,33.0,15.0,0.75,0.5769,0.6522
Todirostrum-maculatum,60.0,3.0,6.0,0.9091,0.9524,0.9302
Tolmomyias-assimilis,66.0,30.0,48.0,0.5789,0.6875,0.6286
Tolmomyias-flaviventris,33.0,33.0,3.0,0.9167,0.5,0.6471
Tolmomyias-poliocephalus,78.0,18.0,39.0,0.6667,0.8125,0.7324
Tolmomyias-sulphurescens,75.0,39.0,27.0,0.7353,0.6579,0.6944
Touit-huetii,69.0,3.0,3.0,0.9583,0.9583,0.9583
Trichothraupis-melanops,81.0,6.0,135.0,0.375,0.931,0.5347
Tringa-flavipes,21.0,0.0,3.0,0.875,1.0,0.9333
Tringa-melanoleuca,30.0,3.0,9.0,0.7692,0.9091,0.8333
Tringa-solitaria,39.0,21.0,9.0,0.8125,0.65,0.7222
Trogon-collaris,21.0,27.0,15.0,0.5833,0.4375,0.5
Trogon-curucui,111.0,9.0,15.0,0.881,0.925,0.9024
Trogon-ramonianus,54.0,3.0,15.0,0.7826,0.9474,0.8571
Trogon-viridis,39.0,0.0,0.0,1.0,1.0,1.0
Turdus-albicollis,99.0,12.0,12.0,0.8919,0.8919,0.8919
Turdus-amaurochalinus,90.0,0.0,183.0,0.3297,1.0,0.4959
Turdus-lawrencii,267.0,177.0,39.0,0.8725,0.6014,0.712
Turdus-leucomelas,72.0,111.0,21.0,0.7742,0.3934,0.5217
Turdus-leucops,93.0,0.0,6.0,0.9394,1.0,0.9688
Tyrannulus-elatus,3.0,0.0,12.0,0.2,1.0,0.3333
Tyrannus-albogularis,27.0,0.0,0.0,1.0,1.0,1.0
Uropsalis-lyra,27.0,45.0,0.0,1.0,0.375,0.5455
Vanellus-chilensis,27.0,0.0,3.0,0.9,1.0,0.9474
Veniliornis-passerinus,21.0,69.0,3.0,0.875,0.2333,0.3684
Vireo-flavoviridis,144.0,54.0,0.0,1.0,0.7273,0.8421
Vireo-leucophrys,48.0,0.0,12.0,0.8,1.0,0.8889
Vireo-olivaceus,108.0,3.0,0.0,1.0,0.973,0.9863
Vireolanius-leucotis,114.0,33.0,15.0,0.8837,0.7755,0.8261
Xenopipo-atronitens,12.0,0.0,18.0,0.4,1.0,0.5714
Xenops-minutus,36.0,0.0,12.0,0.75,1.0,0.8571
Xenops-rutilans,75.0,15.0,15.0,0.8333,0.8333,0.8333
Xiphocolaptes-promeropirhynchus,60.0,30.0,45.0,0.5714,0.6667,0.6154
Xiphorhynchus-guttatus,81.0,3.0,66.0,0.551,0.9643,0.7013
Xiphorhynchus-obsoletus,9.0,48.0,48.0,0.1579,0.1579,0.1579
Xiphorhynchus-ocellatus,3.0,6.0,12.0,0.2,0.3333,0.25
Xiphorhynchus-triangularis,36.0,12.0,42.0,0.4615,0.75,0.5714
Zebrilus-undulatus,72.0,12.0,99.0,0.4211,0.8571,0.5647
Zenaida-auriculata,63.0,0.0,48.0,0.5676,1.0,0.7241
Zimmerius-cinereicapilla,51.0,0.0,9.0,0.85,1.0,0.9189
Zonotrichia-capensis,105.0,0.0,51.0,0.6731,1.0,0.8046
