MANUAL ID,TRUE POSITIVE,FALSE NEGATIVE,FALSE POSITIVE,PRECISION,RECALL,F1
Myiothlypis-fulvicauda,99.0,0.0,12.0,0.8919,1.0,0.9429
Myiothlypis-luteoviridis,78.0,6.0,0.0,1.0,0.9286,0.963
Myiotriccus-ornatus,207.0,0.0,6.0,0.9718,1.0,0.9857
Myiozetetes-cayanensis,99.0,0.0,3.0,0.9706,1.0,0.9851
Myiozetetes-granadensis,132.0,0.0,27.0,0.8302,1.0,0.9072
Myiozetetes-similis,84.0,0.0,3.0,0.9655,1.0,0.9825
Myrmelastes-brunneiceps,87.0,0.0,9.0,0.9062,1.0,0.9508
Myrmelastes-hyperythrus,54.0,3.0,27.0,0.6667,0.9474,0.7826
Myrmoborus-leucophrys,66.0,0.0,12.0,0.8462,1.0,0.9167
Myrmoborus-lophotes,78.0,0.0,6.0,0.9286,1.0,0.963
Myrmophylax-atrothorax,42.0,0.0,12.0,0.7778,1.0,0.875
Myrmothera-campanisona,54.0,0.0,54.0,0.5,1.0,0.6667
Myrmotherula-brachyura,96.0,3.0,78.0,0.5517,0.9697,0.7033
Myrmotherula-iheringi,312.0,3.0,27.0,0.9204,0.9905,0.9541
Myrmotherula-longicauda,33.0,0.0,51.0,0.3929,1.0,0.5641
Myrmotherula-longipennis,66.0,0.0,0.0,1.0,1.0,1.0
Myrmotherula-menetriesii,72.0,3.0,33.0,0.6857,0.96,0.8
Myrmotherula-multostriata,90.0,0.0,66.0,0.5769,1.0,0.7317
Myrmotherula-schisticolor,129.0,0.0,30.0,0.8113,1.0,0.8958
Myrmotherula-sclateri,141.0,0.0,48.0,0.746,1.0,0.8545
Nemosia-pileata,51.0,0.0,3.0,0.9444,1.0,0.9714
Neoctantes-niger,168.0,0.0,0.0,1.0,1.0,1.0
Neopelma-sulphureiventer,42.0,6.0,27.0,0.6087,0.875,0.7179
Netta-peposaca,24.0,0.0,0.0,1.0,1.0,1.0
Nonnula-ruficapilla,48.0,3.0,6.0,0.8889,0.9412,0.9143
Notharchus-hyperrhynchus,69.0,6.0,84.0,0.451,0.92,0.6053
Notharchus-ordii,72.0,3.0,15.0,0.8276,0.96,0.8889
Nyctibius-aethereus,36.0,0.0,30.0,0.5455,1.0,0.7059
Nyctibius-grandis,69.0,0.0,24.0,0.7419,1.0,0.8519
Nyctibius-griseus,129.0,9.0,219.0,0.3707,0.9348,0.5309
Nyctiphrynus-ocellatus,201.0,0.0,12.0,0.9437,1.0,0.971
Nyctipolus-nigrescens,114.0,12.0,18.0,0.8636,0.9048,0.8837
Nystalus-striolatus,69.0,3.0,57.0,0.5476,0.9583,0.697
Ochthoeca-cinnamomeiventris,66.0,0.0,15.0,0.8148,1.0,0.898
Ochthornis-littoralis,48.0,0.0,15.0,0.7619,1.0,0.8649
Odontophorus-gujanensis,111.0,0.0,9.0,0.925,1.0,0.961
Odontophorus-speciosus,129.0,0.0,12.0,0.9149,1.0,0.9556
Odontophorus-stellatus,45.0,0.0,3.0,0.9375,1.0,0.9677
Odontorchilus-branickii,84.0,0.0,33.0,0.7179,1.0,0.8358
Opisthocomus-hoazin,69.0,0.0,0.0,1.0,1.0,1.0
Oporornis-agilis,297.0,6.0,351.0,0.4583,0.9802,0.6246
Oreopholus-ruficollis,45.0,3.0,15.0,0.75,0.9375,0.8333
Ornithion-inerme,45.0,0.0,3.0,0.9375,1.0,0.9677
Orthopsittaca-manilatus,90.0,6.0,21.0,0.8108,0.9375,0.8696
Pachyramphus-castaneus,63.0,0.0,24.0,0.7241,1.0,0.84
Pachyramphus-marginatus,69.0,3.0,54.0,0.561,0.9583,0.7077
Pachyramphus-minor,39.0,0.0,48.0,0.4483,1.0,0.619
Pachyramphus-polychopterus,33.0,0.0,42.0,0.44,1.0,0.6111
Pachyramphus-validus,72.0,0.0,9.0,0.8889,1.0,0.9412
Pachyramphus-viridis,45.0,0.0,0.0,1.0,1.0,1.0
Panyptila-cayennensis,96.0,3.0,9.0,0.9143,0.9697,0.9412
Parabuteo-unicinctus,63.0,0.0,63.0,0.5,1.0,0.6667
Paroaria-gularis,153.0,24.0,33.0,0.8226,0.8644,0.843
Patagioenas-fasciata,126.0,36.0,75.0,0.6269,0.7778,0.6942
Patagioenas-speciosa,63.0,6.0,51.0,0.5526,0.913,0.6885
Patagioenas-subvinacea,183.0,3.0,9.0,0.9531,0.9839,0.9683
Penelope-jacquacu,174.0,0.0,3.0,0.9831,1.0,0.9915
Petrochelidon-pyrrhonota,90.0,0.0,0.0,1.0,1.0,1.0
Phaeomyias-murina,111.0,0.0,18.0,0.8605,1.0,0.925
Phaethornis-guy,156.0,0.0,3.0,0.9811,1.0,0.9905
Phaethornis-hispidus,120.0,0.0,0.0,1.0,1.0,1.0
Phaethornis-ruber,99.0,0.0,0.0,1.0,1.0,1.0
Pharomachrus-antisianus,66.0,0.0,18.0,0.7857,1.0,0.88
Pharomachrus-auriceps,108.0,6.0,21.0,0.8372,0.9474,0.8889
Pheucticus-aureoventris,90.0,0.0,42.0,0.6818,1.0,0.8108
Pheugopedius-coraya,75.0,0.0,42.0,0.641,1.0,0.7813
Pheugopedius-genibarbis,81.0,0.0,18.0,0.8182,1.0,0.9
Philydor-erythrocercum,51.0,0.0,3.0,0.9444,1.0,0.9714
Philydor-pyrrhodes,192.0,21.0,48.0,0.8,0.9014,0.8477
Phlegopsis-erythroptera,117.0,3.0,18.0,0.8667,0.975,0.9176
Phlegopsis-nigromaculata,84.0,0.0,15.0,0.8485,1.0,0.918
Phleocryptes-melanops,90.0,0.0,3.0,0.9677,1.0,0.9836
Phlogophilus-harterti,45.0,0.0,15.0,0.75,1.0,0.8571
Phrygilus-fruticeti,93.0,9.0,15.0,0.8611,0.9118,0.8857
Phyllomyias-plumbeiceps,108.0,0.0,33.0,0.766,1.0,0.8675
Phyllomyias-uropygialis,153.0,3.0,195.0,0.4397,0.9808,0.6071
Phylloscartes-parkeri,36.0,0.0,9.0,0.8,1.0,0.8889
Piaya-melanogaster,102.0,0.0,12.0,0.8947,1.0,0.9444
Piculus-flavigula,27.0,3.0,12.0,0.6923,0.9,0.7826
Picumnus-aurifrons,117.0,0.0,69.0,0.629,1.0,0.7723
Picumnus-dorbignyanus,30.0,0.0,18.0,0.625,1.0,0.7692
Picumnus-rufiventris,69.0,6.0,27.0,0.7188,0.92,0.807
Pionus-menstruus,129.0,6.0,3.0,0.9773,0.9556,0.9663
Pionus-tumultuosus,105.0,0.0,6.0,0.9459,1.0,0.9722
Pipile-cumanensis,81.0,0.0,3.0,0.9643,1.0,0.9818
Pipra-fasciicauda,57.0,0.0,96.0,0.3725,1.0,0.5429
Pipraeidea-melanonota,54.0,0.0,18.0,0.75,1.0,0.8571
Pipreola-arcuata,99.0,9.0,36.0,0.7333,0.9167,0.8148
Pipreola-frontalis,120.0,0.0,21.0,0.8511,1.0,0.9195
Pipreola-pulchra,21.0,0.0,3.0,0.875,1.0,0.9333
Piprites-chloris,57.0,3.0,42.0,0.5758,0.95,0.717
Piranga-leucoptera,357.0,3.0,63.0,0.85,0.9917,0.9154
Piranga-olivacea,276.0,3.0,81.0,0.7731,0.9892,0.8679
Piranga-rubra,57.0,0.0,0.0,1.0,1.0,1.0
Platyrinchus-coronatus,66.0,0.0,33.0,0.6667,1.0,0.8
Platyrinchus-mystaceus,54.0,0.0,30.0,0.6429,1.0,0.7826
Platyrinchus-platyrhynchos,108.0,0.0,42.0,0.72,1.0,0.8372
Plegadis-ridgwayi,21.0,0.0,0.0,1.0,1.0,1.0
Pluvialis-dominica,27.0,0.0,9.0,0.75,1.0,0.8571
Podilymbus-podiceps,63.0,0.0,0.0,1.0,1.0,1.0
Poecilotriccus-latirostris,114.0,0.0,36.0,0.76,1.0,0.8636
Poecilotriccus-plumbeiceps,42.0,0.0,48.0,0.4667,1.0,0.6364
Poecilotriccus-pulchellus,33.0,0.0,9.0,0.7857,1.0,0.88
Polioptila-plumbea,78.0,0.0,12.0,0.8667,1.0,0.9286
Porphyrio-martinica,60.0,0.0,9.0,0.8696,1.0,0.9302
Premnoplex-brunnescens,87.0,6.0,36.0,0.7073,0.9355,0.8056
Premnornis-guttuliger,108.0,0.0,0.0,1.0,1.0,1.0
Progne-subis,114.0,0.0,234.0,0.3276,1.0,0.4935
Progne-tapera,165.0,0.0,39.0,0.8088,1.0,0.8943
Psarocolius-angustifrons,162.0,9.0,120.0,0.5745,0.9474,0.7152
Psarocolius-atrovirens,105.0,0.0,81.0,0.5645,1.0,0.7216
Psarocolius-bifasciatus,162.0,3.0,135.0,0.5455,0.9818,0.7013
Psarocolius-decumanus,60.0,0.0,84.0,0.4167,1.0,0.5882
Pseudocolopteryx-acutipennis,18.0,0.0,6.0,0.75,1.0,0.8571
Pseudotriccus-ruficeps,81.0,0.0,120.0,0.403,1.0,0.5745
Psittacara-leucophthalmus,54.0,3.0,9.0,0.8571,0.9474,0.9
Pteroglossus-azara,132.0,0.0,0.0,1.0,1.0,1.0
Pteroglossus-inscriptus,75.0,0.0,3.0,0.9615,1.0,0.9804
Pulsatrix-melanota,96.0,9.0,72.0,0.5714,0.9143,0.7033
Ramphastos-toco,36.0,0.0,0.0,1.0,1.0,1.0
Ramphastos-tucanus,309.0,0.0,3.0,0.9904,1.0,0.9952
Ramphocaenus-sticturus,102.0,0.0,15.0,0.8718,1.0,0.9315
Ramphocelus-carbo,195.0,0.0,15.0,0.9286,1.0,0.963
Ramphocelus-nigrogularis,171.0,0.0,0.0,1.0,1.0,1.0
Ramphotrigon-megacephalum,90.0,3.0,0.0,1.0,0.9677,0.9836
Rhynchocyclus-olivaceus,63.0,3.0,75.0,0.4565,0.9545,0.6176
Rhytipterna-simplex,57.0,3.0,69.0,0.4524,0.95,0.6129
Rollandia-rolland,45.0,0.0,6.0,0.8824,1.0,0.9375
Rupicola-peruvianus,207.0,3.0,75.0,0.734,0.9857,0.8415
Rupornis-magnirostris,66.0,0.0,39.0,0.6286,1.0,0.7719
Rynchops-niger,105.0,0.0,0.0,1.0,1.0,1.0
Saltator-coerulescens,60.0,0.0,0.0,1.0,1.0,1.0
Saltator-grossus,63.0,0.0,3.0,0.9545,1.0,0.9767
Saltator-maximus,114.0,0.0,57.0,0.6667,1.0,0.8
Sayornis-nigricans,150.0,0.0,0.0,1.0,1.0,1.0
Schiffornis-aenea,87.0,0.0,0.0,1.0,1.0,1.0
Schiffornis-major,60.0,0.0,30.0,0.6667,1.0,0.8
Schiffornis-turdina,84.0,0.0,45.0,0.6512,1.0,0.7887
Sciaphylax-hemimelaena,63.0,0.0,63.0,0.5,1.0,0.6667
Sclateria-naevia,120.0,0.0,36.0,0.7692,1.0,0.8696
Sclerurus-albigularis,204.0,0.0,0.0,1.0,1.0,1.0
Sclerurus-caudacutus,192.0,0.0,3.0,0.9846,1.0,0.9922
Scytalopus-atratus,102.0,0.0,9.0,0.9189,1.0,0.9577
Scytalopus-schulenbergi,198.0,0.0,12.0,0.9429,1.0,0.9706
Scytalopus-simonsi,123.0,0.0,0.0,1.0,1.0,1.0
Serpophaga-hypoleuca,57.0,0.0,15.0,0.7917,1.0,0.8837
Setopagis-parvula,48.0,0.0,6.0,0.8889,1.0,0.9412
Setophaga-cerulea,105.0,3.0,198.0,0.3465,0.9722,0.5109
Setophaga-palmarum,78.0,3.0,12.0,0.8667,0.963,0.9123
Setophaga-petechia,57.0,0.0,30.0,0.6552,1.0,0.7917
Setophaga-pitiayumi,69.0,3.0,57.0,0.5476,0.9583,0.697
Setophaga-striata,75.0,6.0,105.0,0.4167,0.9259,0.5747
Sicalis-flaveola,78.0,0.0,15.0,0.8387,1.0,0.9123
Sirystes-albocinereus,150.0,0.0,6.0,0.9615,1.0,0.9804
Sittasomus-griseicapillus,51.0,0.0,0.0,1.0,1.0,1.0
Snowornis-subalaris,9.0,6.0,0.0,1.0,0.6,0.75
Spatula-cyanoptera,21.0,0.0,0.0,1.0,1.0,1.0
Spatula-discors,96.0,3.0,9.0,0.9143,0.9697,0.9412
Spinus-olivaceus,135.0,0.0,27.0,0.8333,1.0,0.9091
Spizaetus-ornatus,108.0,0.0,0.0,1.0,1.0,1.0
Spizaetus-tyrannus,48.0,0.0,0.0,1.0,1.0,1.0
Sporophila-bouvronides,111.0,0.0,75.0,0.5968,1.0,0.7475
Sporophila-caerulescens,63.0,0.0,30.0,0.6774,1.0,0.8077
Sporophila-castaneiventris,150.0,3.0,33.0,0.8197,0.9804,0.8929
Sporophila-hypochroma,39.0,0.0,3.0,0.9286,1.0,0.963
Sporophila-hypoxantha,39.0,0.0,12.0,0.7647,1.0,0.8667
Sporophila-leucoptera,48.0,0.0,9.0,0.8421,1.0,0.9143
Sporophila-lineola,36.0,0.0,24.0,0.6,1.0,0.75
Sporophila-nigricollis,111.0,0.0,0.0,1.0,1.0,1.0
Sporophila-schistacea,69.0,0.0,36.0,0.6571,1.0,0.7931
Sterna-hirundo,105.0,3.0,27.0,0.7955,0.9722,0.875
Sternula-superciliaris,102.0,0.0,0.0,1.0,1.0,1.0
Streptoprocne-zonaris,120.0,0.0,15.0,0.8889,1.0,0.9412
Sublegatus-modestus,72.0,0.0,21.0,0.7742,1.0,0.8727
Synallaxis-albescens,213.0,0.0,0.0,1.0,1.0,1.0
Synallaxis-albigularis,156.0,0.0,0.0,1.0,1.0,1.0
Synallaxis-gujanensis,84.0,0.0,30.0,0.7368,1.0,0.8485
Synallaxis-rutilans,108.0,0.0,18.0,0.8571,1.0,0.9231
Syndactyla-ucayalae,75.0,0.0,39.0,0.6579,1.0,0.7937
Tachornis-squamata,27.0,0.0,30.0,0.4737,1.0,0.6429
Tachybaptus-dominicus,138.0,0.0,6.0,0.9583,1.0,0.9787
Tachycineta-albiventer,45.0,0.0,0.0,1.0,1.0,1.0
Tachyphonus-rufus,72.0,0.0,9.0,0.8889,1.0,0.9412
Tangara-arthus,27.0,0.0,0.0,1.0,1.0,1.0
Tangara-callophrys,63.0,0.0,0.0,1.0,1.0,1.0
Tangara-chilensis,84.0,0.0,0.0,1.0,1.0,1.0
Tangara-chrysotis,150.0,0.0,3.0,0.9804,1.0,0.9901
Tangara-gyrola,159.0,3.0,39.0,0.803,0.9815,0.8833
Tangara-mexicana,39.0,0.0,0.0,1.0,1.0,1.0
Tangara-nigroviridis,114.0,0.0,3.0,0.9744,1.0,0.987
Tangara-schrankii,69.0,0.0,0.0,1.0,1.0,1.0
Tangara-velia,123.0,0.0,0.0,1.0,1.0,1.0
Tangara-xanthocephala,129.0,3.0,3.0,0.9773,0.9773,0.9773
Taphrospilus-hypostictus,39.0,0.0,0.0,1.0,1.0,1.0
Taraba-major,72.0,0.0,27.0,0.7273,1.0,0.8421
Terenotriccus-erythrurus,156.0,9.0,24.0,0.8667,0.9455,0.9043
Tersina-viridis,117.0,0.0,12.0,0.907,1.0,0.9512
Thalurania-furcata,75.0,0.0,0.0,1.0,1.0,1.0
Thamnistes-anabatinus,42.0,0.0,0.0,1.0,1.0,1.0
Thamnophilus-aethiops,84.0,0.0,24.0,0.7778,1.0,0.875
Thamnophilus-amazonicus,48.0,0.0,15.0,0.7619,1.0,0.8649
Thamnophilus-doliatus,69.0,3.0,12.0,0.8519,0.9583,0.902
Thamnophilus-murinus,126.0,0.0,39.0,0.7636,1.0,0.866
Thamnophilus-palliatus,120.0,0.0,72.0,0.625,1.0,0.7692
Thamnophilus-ruficapillus,78.0,3.0,24.0,0.7647,0.963,0.8525
Theristicus-branickii,36.0,0.0,0.0,1.0,1.0,1.0
Theristicus-caudatus,33.0,0.0,6.0,0.8462,1.0,0.9167
Thlypopsis-sordida,48.0,0.0,18.0,0.7273,1.0,0.8421
Thraupis-palmarum,63.0,0.0,6.0,0.913,1.0,0.9545
Thraupis-sayaca,45.0,0.0,9.0,0.8333,1.0,0.9091
Threnetes-leucurus,255.0,0.0,30.0,0.8947,1.0,0.9444
Thripadectes-holostictus,78.0,0.0,6.0,0.9286,1.0,0.963
Thripadectes-scrutator,96.0,0.0,9.0,0.9143,1.0,0.9552
Tinamus-guttatus,33.0,0.0,0.0,1.0,1.0,1.0
Tinamus-major,141.0,6.0,117.0,0.5465,0.9592,0.6963
Tinamus-tao,231.0,15.0,120.0,0.6581,0.939,0.7739
Tityra-cayana,66.0,0.0,39.0,0.6286,1.0,0.7719
Tityra-semifasciata,66.0,0.0,6.0,0.9167,1.0,0.9565
Todirostrum-chrysocrotaphum,174.0,0.0,15.0,0.9206,1.0,0.9587
Todirostrum-cinereum,78.0,0.0,21.0,0.7879,1.0,0.8814
Todirostrum-maculatum,60.0,3.0,6.0,0.9091,0.9524,0.9302
Tolmomyias-assimilis,93.0,3.0,99.0,0.4844,0.9688,0.6458
Tolmomyias-flaviventris,63.0,6.0,6.0,0.913,0.913,0.913
Tolmomyias-poliocephalus,126.0,0.0,45.0,0.7368,1.0,0.8485
Tolmomyias-sulphurescens,102.0,12.0,18.0,0.85,0.8947,0.8718
Touit-huetii,69.0,3.0,3.0,0.9583,0.9583,0.9583
Trichothraupis-melanops,87.0,0.0,141.0,0.3816,1.0,0.5524
Tringa-flavipes,60.0,0.0,3.0,0.9524,1.0,0.9756
Tringa-melanoleuca,54.0,0.0,12.0,0.8182,1.0,0.9
Tringa-solitaria,60.0,0.0,21.0,0.7407,1.0,0.8511
Trogon-collaris,84.0,0.0,54.0,0.6087,1.0,0.7568
Trogon-curucui,129.0,9.0,36.0,0.7818,0.9348,0.8515
Trogon-ramonianus,120.0,3.0,75.0,0.6154,0.9756,0.7547
Trogon-viridis,48.0,0.0,27.0,0.64,1.0,0.7805
Turdus-albicollis,111.0,0.0,48.0,0.6981,1.0,0.8222
Turdus-amaurochalinus,90.0,0.0,183.0,0.3297,1.0,0.4959
Turdus-lawrencii,438.0,6.0,114.0,0.7935,0.9865,0.8795
Turdus-leucomelas,183.0,0.0,21.0,0.8971,1.0,0.9457
Turdus-leucops,111.0,0.0,6.0,0.9487,1.0,0.9737
Tyrannulus-elatus,18.0,0.0,18.0,0.5,1.0,0.6667
Tyrannus-albogularis,45.0,0.0,0.0,1.0,1.0,1.0
Tyto-alba,36.0,0.0,0.0,1.0,1.0,1.0
Uropsalis-lyra,159.0,9.0,39.0,0.803,0.9464,0.8689
Vanellus-chilensis,27.0,0.0,3.0,0.9,1.0,0.9474
Veniliornis-passerinus,90.0,0.0,30.0,0.75,1.0,0.8571
Vireo-flavoviridis,198.0,0.0,0.0,1.0,1.0,1.0
Vireo-leucophrys,66.0,0.0,9.0,0.88,1.0,0.9362
Vireo-olivaceus,294.0,0.0,0.0,1.0,1.0,1.0
Vireolanius-leucotis,165.0,0.0,15.0,0.9167,1.0,0.9565
Xenopipo-atronitens,27.0,0.0,30.0,0.4737,1.0,0.6429
Xenops-minutus,36.0,0.0,9.0,0.8,1.0,0.8889
Xenops-rutilans,90.0,0.0,21.0,0.8108,1.0,0.8955
Xiphocolaptes-promeropirhynchus,102.0,0.0,42.0,0.7083,1.0,0.8293
Xiphorhynchus-guttatus,75.0,9.0,75.0,0.5,0.8929,0.641
Xiphorhynchus-obsoletus,69.0,0.0,48.0,0.5897,1.0,0.7419
Xiphorhynchus-ocellatus,123.0,0.0,21.0,0.8542,1.0,0.9213
Xiphorhynchus-triangularis,63.0,3.0,93.0,0.4038,0.9545,0.5676
Zebrilus-undulatus,105.0,0.0,159.0,0.3977,1.0,0.5691
Zenaida-auriculata,93.0,0.0,72.0,0.5636,1.0,0.7209
Zimmerius-cinereicapilla,51.0,0.0,12.0,0.8095,1.0,0.8947
Zonotrichia-capensis,99.0,6.0,39.0,0.7174,0.9429,0.8148
